Croatia extends lockdown until May 4, begins to consider easing	croatia extends the lockdown until may 4th to consider easing the situation	0
Croatia extends lockdown until May 4, begins to consider easing	croatia extends the lockdown until 4 may to begin considering easing the situation	0
Croatia begins to consider easing lockdown	Bayer, Orion drug shown to delay spread of prostate cancer	0
Croatia extends lockdown until May 4, begins to consider easing	croatia extends lockdown until may 4 to consider easing the situation	0
Croatia extends lockdown until May 4, begins to consider easing	croatia extended the lockdown until may 4 to consider easing the process	0
Coronavirus could live in the body for 5 weeks	coronavirus may live in the body for 5 weeks	0
Coronavirus remains in the body for 5 weeks	coronavirus remains in the body for five weeks	0
Coronavirus could live in the body for 5 weeks	As coronavirus infections mount, Japan at last expands testing	0
Coronavirus could live in the body for 5 weeks	Coronavirus could live in the body for 5 weeks	0
22 of the top 30 most polluted cities in the world are in India	22 of the top 30 most polluted cities in the world are in india	0
Majority of the most polluted cities in the world are in India	the majority of the most polluted cities in the world are in india	0
22 of the top 30 most polluted cities in the world are in India	22 of the 30 most polluted cities in the world are in india	0
Some of the most polluted cities in the world are in India	india has some of the most polluted cities in the world	0
22 of the top 30 most polluted cities in the world are in India	22 of the 30 most polluted cities in the world are located in india	0
22 of the top 30 most polluted cities in the world are in India	22 of the top 30 most polluted cities in the world are located in india	0
Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	0
Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	rabid raccoon attacks 3 people in dc	0
Raccoon attacks a few people, no serious injuries	Raccoon attacks a few people, no serious injuries	0
Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	0
Conjoined twins return home after lifesaving surgery in Australia	Timely screening, isolation helped U.S. Air Force base contain coronavirus	0
Conjoined twins return home well after surgery in Australia	after having surgery in australia the partnered twins return home strong	0
Conjoined twins return home after lifesaving surgery in Australia	conjoined twins return home to australia after lifesaving surgery	0
Twins return home after surgery	Gates Foundation dedicates $100 million to coronavirus outbreak relief efforts	0
Conjoined twins return home after lifesaving surgery in Australia	conjoined twins return home after lifesaving surgery in australia	0
Conjoined twins return home after lifesaving surgery in Australia	in australia the conjoined twins return home after lifesaving surgery	0
Even with a pandemic, many older Americans are carrying on as usual	even with a pandemic many older americans carry on as usual	0
Many older Americans are carrying on as usual in the pandemic	many older americans are carrying on as usual during the pandemic	0
Even with a pandemic, many older Americans are carrying on as usual	British man infected by coronavirus on Japanese cruise ship has died	0
Many older Americans carrying on admist a pandemic	Many older Americans carrying on admist a pandemic	0
Even with a pandemic, many older Americans are carrying on as usual	The U.S. flies 338 Americans home from cruise ship, including a few with coronavirus	0
Even with a pandemic, many older Americans are carrying on as usual	even with a pandemic many older americans continue to live the life they used to	0
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	a 28-year-old woman is the first covid-19 survivor to undergo a double lung transplant in the us	0
28-year-old Covid-19 survivor to receive a double-lung transplant in the US	28-year-old Covid-19 survivor to receive a double-lung transplant in the US	0
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	a 28-year-old woman is the first covid-19-survivor to receive a double lung transplant in the us	0
A woman in the US is the first Covid-19 survivor to receive an organ transplant	Croatia begins to consider easing lockdown	0
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	a 28-year-old woman is the first covid-19 survivor to receive a double-lung transplant in the united states	0
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	a 28-year-old woman is the first covid-19 survivor in the us to receive double lung transplant	0
Sick staff fueled outbreak in Seattle-area nursing homes	sick workers fueled an outbreak in nursing homes in seattle	0
Outbreak in Seattle-area nursing homes traced to sick staff	a recent outbreak of disease in nursing homes in seattle was traced to sick staff	0
Sick staff fueled outbreak in Seattle-area nursing homes	sick staff fueled an outbreak in seattle-area nursing homes	0
Sick staff result in some cases in Seattle-area nursing homes	in some cases sick employees result in nursing homes in seattle	0
Sick staff fueled outbreak in Seattle-area nursing homes	sick employees fueled a sick outbreak at nursing homes in seattle	0
Sick staff fueled outbreak in Seattle-area nursing homes	Black lung meeting with McConnell was disappointing for U.S. coal miners	0
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	stores in central texas are running out of medical masks after possible coronavirus cases	0
News of coronavirus case causes shortage of medical masks in central Texas	a recent coronavirus case leads to a shortage of medical masks in central texas	0
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	stores in central texas are running out of medical masks after a possible case of coronavirus is reported	0
Stores in central Texas are running out of medical masks due to panic buying	stores in central texas are running out of medical masks due to panic buying	0
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	stores in central texas are running out of medical masks after possible coronavirus cases	0
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	stores in central texas are running out of medical masks after a possible coronavirus case	0
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	novartis halts a trial for malaria drug covid-19 amid participant shortages	0
Novartis to prioritize COVID-19 over malaria drug trial amid participant shortfall	Novartis to prioritize COVID-19 over malaria drug trial amid participant shortfall	0
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	IOM suspends some Ebola screening after three aid workers killed in South Sudan	0
Novartis postpones malaria drug trial against COVID-19 due to issues with participants	novartis postpones the covid-19 trial due to concern with participants in their health conditions	0
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	novartis withdraws from a trial against covid-19 amid participant shortages	0
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	novartis will stop the anti-malaria drug trials against covid-19 amid participant shortages	0
Flour sold at Aldi recalled after 17 people in 8 states get sick	Bulgaria finds bird flu outbreak on two farms in south	0
Aldi recalls flour after 17 people reported sick	Aldi recalls flour after 17 people reported sick	0
Flour sold at Aldi recalled after 17 people in 8 states get sick	Flour sold at Aldi recalled after 17 people in 8 states get sick	0
Flour sold at Aldi recalled after 17 people in 8 states get sick	Mongolia halts all flights from South Korea, blocks entry until March 2	0
Flour sold at Aldi recalled after 17 people in 8 states get sick	flour sold at aldi is recalled after 17 people in 8 states get sick	0
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	fasting-mimicking diet and vitamin c can be effective in treating some cancers	0
Some cancer types might be treatable through Fasting-mimicking diet with vitamin C	Your heartburn drugs may be giving you allergies	0
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	taking a fast-mimicking diet and consuming vitamin c may treat some cancer types	0
Fasting-mimicking diet plus vitamin C may help with some symptoms of specific cancer types	fasting-mimilication diet plus vitamin c may help with some symptoms of specific cancer types	0
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	fast-mimicking diets and vitamin c may be effective in treating some cancer types	0
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	Mouth lesions possible new coronavirus symptom, doctors unsure	0
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	virtual reality could make it easier for stroke survivors to attend therapy sessions	0
Virtual reality clinics helps stroke survivors with therapy sessions	virtual reality clinics help stroke survivors with therapy sessions	0
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	0
Virtual reality clinic offers therapy sessions for stroke survivors	the virtual reality clinic offers therapy sessions for stroke survivors	0
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	virtual reality clinic could help stroke survivors attend therapy sessions more efficiently	0
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	virtual reality clinics could make it easier for stroke survivors to go to therapy sessions	0
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	russian railways expects coronavirus outbreak to impact freight traffic to europe	0
Freight traffic to Europe might be impacted by coronavirus outbreak as per Russian Railways	Freight traffic to Europe might be impacted by coronavirus outbreak as per Russian Railways	0
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	russian railways predicts a coronavirus outbreak will impact freight traffic to europe	0
Russian Railways expects coronavirus cases to mildly impact freight traffic to Europe	russia expects coronavirus cases to moderately impact the freight traffic to europe	0
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	the russian railways expects the coronavirus to impact freight traffic to europe	0
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	russian railways expects an outbreak of coronavirus to disrupt the freight traffic in europe	0
Chinese tourist in France becomes first to die in Europe of coronavirus	Flour sold at Aldi recalled after 17 people in 8 states get sick	0
Chinese tourist dies of coronavirus in France, first death in Europe	Chinese tourist dies of coronavirus in France, first death in Europe	0
Chinese tourist in France becomes first to die in Europe of coronavirus	For 10 years, a chemical not EPA approved was in their drinking water	0
Chinese tourist becomes first to die in Europe of coronavirus, only death so far	Chinese tourist becomes first to die in Europe of coronavirus, only death so far	0
Chinese tourist in France becomes first to die in Europe of coronavirus	Doctor explains why he did not use swabs on 2 patients who later died	0
Chinese tourist in France becomes first to die in Europe of coronavirus	a chinese tourist in france is the first to die in europe of the coronavirus	0
One day in the life of COVID-19 across L.A. shows wrenching inequities	One day in the life of COVID-19 across L.A. shows wrenching inequities	0
The life of COVID-19 across L.A. depicts inequities	The life of COVID-19 across L.A. depicts inequities	0
One day in the life of COVID-19 across L.A. shows a few equity issues	One day in the life of COVID-19 across L.A. shows a few equity issues	0
One day in the life of COVID-19 across L.A. shows wrenching inequities	One day in the life of COVID-19 across L.A. shows wrenching inequities	0
One day in the life of COVID-19 across L.A. shows wrenching inequities	New soft neural implant may be wirelessly controlled using a smartphone	0
Pfizer to outsource some drug production, focus on coronavirus vaccine	pfizer is working to outsource some of its drug production with focus on the coronavirus vaccine	0
Pfizer to outsource some drug production, focus on coronavirus vaccine	UK did not change criteria to hit 100,000 tests-per-day goal	0
Pfizer to focus on coronavirus vaccine	pfizer is planning to concentrate on coronavirus vaccine	0
Pfizer to outsource some drug production, focus on coronavirus vaccine	Pfizer to outsource some drug production, focus on coronavirus vaccine	0
Pfizer to outsource some drug production, focus on coronavirus vaccine	Deaf infants of Deaf parents demonstrate strong gaze-following behavior	0
30 people in Suffolk County monitored for possible coronavirus exposure	As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	0
30 people in Suffolk County monitored for possible coronavirus exposure	30 people in suffolk county were monitored for possible coronavirus exposure	0
30 people in Suffolk County monitored for possible coronavirus exposure	Copper-based nanomaterials can kill cancer cells in mice	0
Namibia suspends meat imports from South Africa over foot and mouth disease	namibia suspends meat imports from south africa over the case of foot and mouth	0
Namibia concerned over meat imports from South Africa over foot and mouth disease	Namibia concerned over meat imports from South Africa over foot and mouth disease	0
Namibia suspends meat imports from South Africa over foot and mouth disease	namibia suspends meat imports from south africa due to foot and mouth infections	0
Namibia suspends meat imports from South Africa over concerns about minor disease	namibia suspends meat imports from south africa over concerns about minor disease	0
Namibia suspends meat imports from South Africa over foot and mouth disease	namibia suspends imports of meat from south africa over the foot and mouth disease	0
Namibia suspends meat imports from South Africa over foot and mouth disease	namibia has suspended meat imports from south africa over a foot and mouth problem	0
U.S. advises suspending bat research over concerns coronavirus could infect North American species	U.S. advises suspending bat research over concerns coronavirus could infect North American species	0
U.S. evaluates bat research for concerns of coronavirus infecting North American species	U.S. evaluates bat research for concerns of coronavirus infecting North American species	0
U.S. advises suspending bat research over concerns coronavirus could infect North American species	the us advises discontinuing bat research over concerns coronavirus could infect north american species	0
U.S. advises suspending bat research over concerns coronavirus could infect North American species	in response to concerns the coronavirus virus could infect north american species the us advises suspending bat research	0
U.S. advises suspending bat research over concerns coronavirus could infect North American species	the us advises suspending bat research over concerns that coronavirus could infect the north american species	0
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	in 2017 the number of deaths from influenza broke new cdc records	0
Flu deaths, illnesses continue on an incline in 2017-2018, new CDC numbers show	French mortality rate in May below previous years despite epidemic	0
Flu had high death, illnesses rate in 2017-2018	Flu had high death, illnesses rate in 2017-2018	0
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	new cdc numbers show that flu deaths broke records in 2017-2018 for diseases	0
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	0
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	deaf babies of deaf parents show strong gaze-following behavior	0
Deaf infants of Deaf parents demonstrate gaze-following behavior	deaf children from deaf parents demonstrate gaze-following behavior	0
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	deaf infants of deaf parents demonstrate strong gaze-following behavior	0
Deaf infants of Deaf parents demonstrate some gaze-following behavior	deaf babies of deaf parents display some gaze-following behavior	0
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	0
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	a new approach could illuminate a critical stage in the life cycle of the parasite p vivax malaria parasite	0
New approach could expand understanding of the life cycle of P. vivax malaria parasite	new approach could help to identify the life cycle of malaria parasite p vivax	0
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	new analysis may illuminate a critical stage in the life cycle of p vivax parasites	0
New approach could illuminate a stage in the life cycle of an uncommon parasite	a new approach could illuminate a stage in the life cycle of an uncommon parasite	0
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	a new approach could illuminate a critical stage in the life cycle of malaria parasites p vivax	0
Discovery could offer insight into different risk of diseases in African Americans	discovery could offer insight into different risk factors for diseases in african americans	0
Discovery could offer insight into diseases in African Americans	discovery may offer insight into the diseases in african americans	0
Discovery could offer insight into different risk of diseases in African Americans	Discovery could offer insight into different risk of diseases in African Americans	0
Discovery could offer insight into different risk of diseases in African Americans	discovery could offer insight into the different risk of diseases in african americans	0
Black lung meeting with McConnell was disappointing for U.S. coal miners	the black lung meeting with mcconnell was disappointing for us coal miners	0
U.S. coal miners discouraged by black lung meeting with McConnell	Malaysia defends easing of coronavirus curbs as new infections increase	0
U.S. coal miners react to black lung meeting with McConnell	UK did not change criteria to hit 100,000 tests-per-day goal	0
Mouth lesions could be a new coronavirus symptom	mouth lesions may be a new coronavirus symptom	0
Mouth lesions can be found to be a coronavirus symptom	mouth lesions can be found as a coronavirus symptom	0
Mouth lesions could be a new coronavirus symptom	Chinese firm to replace exported coronavirus test kits deemed defective by Spain	0
Mouth lesions possible new coronavirus symptom, doctors unsure	Woman could hear her own heartbeat from inside her ear	0
Mouth lesions could be a new coronavirus symptom	mouth lesions may be a new coronavirus symptom	0
Mouth lesions could be a new coronavirus symptom	mouth lesions may be a new coronavirus symptom	0
New software tool uses AI to recognize cancer cells from digital pathology images	a new software tool uses artificial intelligence to recognize cancer cells from digital pathology images	0
New software tool uses AI to look for cancer cells from digital pathology images	Discovery could offer insight into different risk of diseases in African Americans	0
New software tool uses AI to recognize cancer cells from digital pathology images	a new software tool is recognizing cancer cells from digital pathology images	0
New software tool may be able to recognize cancer cells in images	the newly developed software may be able to recognize cancer cells in photographs	0
New software tool uses AI to recognize cancer cells from digital pathology images	computer vision software can identify cancer cells from digital pathology images	0
New software tool uses AI to recognize cancer cells from digital pathology images	a new computer tool uses artificial intelligence to recognize cancer cells from digital pathology images	0
Bulgaria reports bird flu outbreak on two farms in south	Rhythmic movement can be coordinated without neuronal interactions between body parts	0
Bulgaria finds bird flu outbreak on two farms in south	Air Canada suspends flights to and from Italy over undue coronavirus concerns	0
Bulgaria reports bird flu outbreak on two farms in south	bulgaria reports an outbreak of bird flu on two farms in south bulgaria	0
Bulgaria reports some bird flu cases on two farms	Bulgaria reports some bird flu cases on two farms	0
Bulgaria reports bird flu outbreak on two farms in south	bulgaria reports an outbreak of bird flu on two farms in south bulgaria	0
Bulgaria reports bird flu outbreak on two farms in south	bulgaria reports an outbreak of bird flu on two farms in south of the country	0
EU leaders to hold crisis teleconference to tackle coronavirus	EU leaders to hold crisis teleconference to tackle coronavirus	0
EU leaders to hold crisis teleconference to discuss coronavirus	the eu will hold a crisis conference to discuss coronavirus virus	0
EU leaders to hold crisis teleconference to tackle coronavirus	EU leaders to hold crisis teleconference to tackle coronavirus	0
EU leaders to hold teleconference on coronavirus	eu leaders will hold a teleconference on coronavirus	0
EU leaders to hold crisis teleconference to tackle coronavirus	EU leaders to hold crisis teleconference to tackle coronavirus	0
EU leaders to hold crisis teleconference to tackle coronavirus	eu leaders will hold a crisis crisis teleconference to discuss coronavirus virus	0
Newark city officials say filters 97% effective in reducing lead in water	newark officials say the filters are effective in reducing lead in water	0
Newark city officials say filters very effective in reducing lead in water	newark officials say filters are very effective in reducing lead in water	0
Newark city officials say filters 97% effective in reducing lead in water	Flu deaths, illnesses continue on an incline in 2017-2018, new CDC numbers show	0
Newark city officials say filters some amount effective in reducing lead in water	FDA proposes mammogram guideline changes for the first time in decades	0
Newark city officials say filters 97% effective in reducing lead in water	newark officials say filters 97 contain effective in reducing lead in water	0
Newark city officials say filters 97% effective in reducing lead in water	newark officials say the filter is effective in reducing lead in water	0
Air Canada suspends flights to and from Italy due to coronavirus	air canada has suspends flights to and from italy due to the coronavirus	0
Air Canada flight services to and from Italy affected by coronavirus	flights operated by air canada to and from italy affected by coronavirus	0
Air Canada suspends flights to and from Italy due to coronavirus	air canada suspends flights from and to italy due to the coronavirus strain	0
Air Canada suspends flights to and from Italy over undue coronavirus concerns	air canada is suspending flights to and from italy over undue coronavirus concerns	0
Air Canada suspends flights to and from Italy due to coronavirus	Risk of anxiety disorder, associated problems increases drastically in users of high-potency cannabis	0
Air Canada suspends flights to and from Italy due to coronavirus	air canada suspends flights to italy and from the country due to the coronavirus	0
High intensity physical activity in early life can prevent osteoporosis in later life	Less violent behavior seen in teens where spanking is illegal	0
High intensity physical activity in early life reduces risk of osteoporosis in later life	high intensity physical activity in early life reduces risk of osteoporosis in later life	0
High intensity physical activity in early life can prevent osteoporosis in later life	high intensity physical activity can prevent osteoporosis later in life	0
High intensity physical activity in early life could help osteoporosis issues later in life	high intensity physical activity in early life may help prevent osteoporosis issues later in life	0
High intensity physical activity in early life can prevent osteoporosis in later life	Gates Foundation dedicates $100 million to coronavirus outbreak relief efforts	0
High intensity physical activity in early life can prevent osteoporosis in later life	high intensity physical activity in the early years can prevent osteoporosis in later life	0
Weight-based teasing places kids at risk for excess weight and fat gain	French health ministry says COVID-19 cases in hospitals slips	0
Weight-based teasing a potential cause for excess weight and fat gain in kids	weight-based teasing may cause excessive weight and fat gain in children	0
Weight-based teasing places kids at risk for minor weight gain	weight-based teasing puts kids at risk for small weight gains	0
Blood cancer patients are more vulnerable to the effects of COVID-19	blood cancer patients are more prone to the effects of covid-19 than non-blood cancer patients	0
Blood cancer patients are more exposed to the effects of COVID-19	patients with blood cancer are more exposed to the effects of covid-19	0
Blood cancer patients are more vulnerable to the effects of COVID-19	blood cancer patients are more vulnerable to the effects of covid-19 than other cancers	0
Cancer patients more vulnerable to the effects of COVID-19 as they are immunocompromised	9 out of 10 patients will not be harmed by medical errors.	0
Blood cancer patients are more vulnerable to the effects of COVID-19	blood cancer patients are more susceptible to covid-19	0
Blood cancer patients are more vulnerable to the effects of COVID-19	the patients with blood cancer are more prone to the effects of covid-19	0
Vaccine for deadly RSV could be on the way	a vaccine against deadly rsv could be on the way	0
Vaccine for deadly RSV is a possibility in the future	Vaccine for deadly RSV is a possibility in the future	0
Vaccine for deadly RSV could be on the way	vaccines against the deadly virus of the rsv could be on the way soon	0
Vaccine for cold could be in the works	a cold vaccine is possible soon	0
Vaccine for deadly RSV could be on the way	Vaccine for deadly RSV could be on the way	0
Vaccine for deadly RSV could be on the way	a vaccine against deadly rsv could be on the way	0
Advances in artificial intelligence could shed light on aging process	advances in artificial intelligence could shed light on aging processes	0
Advances in artificial intelligence sees possibility of unraveling the aging process	advances in artificial intelligence see the potential of unravelling the aging process	0
Advances in artificial intelligence could shed light on aging process	COVID-19 patients learn to walk again at Barcelona hospital	0
Advances in artificial intelligence attempt to shed light on aging process	advances in artificial intelligence attempt to shed light on the aging process	0
Advances in artificial intelligence could shed light on aging process	Discovery could offer insight into different risk of diseases in African Americans	0
Advances in artificial intelligence could shed light on aging process	Texas baby weighs nearly 15 pounds at birth, breaking hospital record	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	Northern Ireland prepares for momentous abortion, same-sex marriage changes	0
Northern Ireland planning towards abortion, same-sex marriage changes	northern ireland's plan for an abortion same-sex marriage changes	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	northern ireland is preparing for the major abortion same-sex marriage changes	0
North Ireland prepares for some abortion, same-sex marriage changes	North Ireland prepares for some abortion, same-sex marriage changes	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	northern ireland is preparing for a significant abortion	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	north ireland is poised for dramatic abortion same-sex marriage changes	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	Life upended for Americans as the U.S. scrambles to contain coronavirus threat	0
American lives affected as the U.S. scrambles to contain coronavirus threat	Monkey-infected virus may hold promise as potential component of future HIV vaccine	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	Life upended for Americans as the U.S. scrambles to contain coronavirus threat	0
Life different for Americans as coronavirus comes to U.S.	life in america is different as the coronavirus virus hits us	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	Intermittent fasting sheds more weight, but Mediterranean people stay healthy overall	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	Florida Keys reports 11th case of mosquito-borne dengue fever	0
South African tobacco firms, associations seek court action over cigarette sales ban	Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	0
South African tobacco firms, associations approach court over cigarette sales ban	south african tobacco companies approach a court over the cigarettes sales ban	0
South African tobacco firms, associations seek court action over cigarette sales ban	south african tobacco companies seek court action over banned cigarette sales	0
South African tobacco firms, associations start talks of court action over cigarette sales ban	Flu had high death, illnesses rate in 2017-2018	0
South African tobacco firms, associations seek court action over cigarette sales ban	Hookah smokers inhale toxic chemicals that may harm the heart	0
South African tobacco firms, associations seek court action over cigarette sales ban	south african tobacco firms and companies seek court action over smoking ban	0
Your heartburn drugs may be giving you allergies	your heartburn medication may cause allergies to your body	0
Your heartburn drugs might be linked with allergies	your heartburn medication might be linked to allergies	0
Your heartburn drugs may be giving you allergies	U.S. FDA warns against malaria drugs Trump championed for COVID-19	0
Your heartburn drugs may be giving you allergies	your heartburn medications may give you allergies	0
Your heartburn drugs may be giving you allergies	Mongolia halts all flights from South Korea, blocks entry until March 2	0
Doctor explains why he did not use swabs on 2 patients who later died	Coronavirus forces California winery owner, Maine resort general manager to navigate new travel restrictions	0
Doctor justifies not using swabs on 2 patients who died	Doctor justifies not using swabs on 2 patients who died	0
Doctor explains why he did not use swabs on 2 patients who later died	the doctor explains why he did not use swabs on 2 patients who later died	0
Doctor explains why swabs unnecessary for patients who would die anyway	China allocates one billion yuan to Hubei province to fight the virus outbreak	0
Doctor explains why he did not use swabs on 2 patients who later died	doctor explains why he did not use swabs on two patients who later died	0
Doctor explains why he did not use swabs on 2 patients who later died	doctor explains why he didn't use swabs on two patients who later died	0
Deadly seal virus could be spreading faster from melting Arctic ice	the deadly seal virus could be spreading faster from melting arctic ice	0
Deadly seal virus could spread faster over the effects of melting Arctic ice	deadly seal virus could spread rapidly due to melting arctic ice	0
