U.S. evaluates bat research for concerns of coronavirus infecting North American species	Mouth lesions possible new coronavirus symptom, doctors unsure	0
U.S. advises suspending bat research over concerns coronavirus could infect North American species	Genetic markers can improve screening for osteoporotic fracture risk	0
U.S. advises suspending bat research over concerns coronavirus could infect North American species	WHO holds off on declaring China coronavirus a global health emergency	0
U.S. advises suspending bat research over concerns coronavirus could infect North American species	Namibia suspends meat imports from South Africa over foot and mouth disease	0
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	Coronavirus disrupts China meat imports, food supply during pork shortage	0
Flu deaths, illnesses continue on an incline in 2017-2018, new CDC numbers show	As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	0
Flu had high death, illnesses rate in 2017-2018	30 people in Suffolk County monitored for possible coronavirus exposure	0
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	a new cdc report suggests that flu deaths were twice as high as the previous year and the flu was more common	0
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	new cdc data show that the 2017-2018 flu epidemic broke the record for deaths illnesses	0
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	Bulgaria finds bird flu outbreak on two farms in south	0
Deaf infants of Deaf parents demonstrate gaze-following behavior	Texas baby weighs nearly 15 pounds at birth, breaking hospital record	0
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	Sexual and gender identity may be risk factors for skin cancer	0
Deaf infants of Deaf parents demonstrate some gaze-following behavior	Experts are researching the evidence that yoga is good for the brain.	0
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	Deaf infants of Deaf parents demonstrate strong gaze-following behavior	0
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	Georgia bans passenger traffic on domestic railway over coronavirus	0
New approach could expand understanding of the life cycle of P. vivax malaria parasite	the new approach could expand understanding of the life cycle of malaria parasite p vivax	0
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	new approach could illuminate a critical stage in the life cycle of the malaria parasite p vivax	0
New approach could illuminate a stage in the life cycle of an uncommon parasite	North Carolina woman gets coronavirus despite staying home for three weeks	0
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	Soy baby formula linked to severe menstrual cramps later in life	0
Discovery could offer insight into different risk of diseases in African Americans	One in 10 Covid-19 patients with diabetes die within a week	0
Discovery could offer insight into diseases in African Americans	COVID-19 vaccine should be at least 80% effective to prevent ongoing pandemic	0
Discovery could offer insight into different risk of diseases in African Americans	Chinese firm to replace exported coronavirus test kits deemed defective by Spain	0
Discovery could offer insight into different risk of diseases in African Americans	discovery could offer insights into the different risks of diseases in african americans	0
U.S. coal miners discouraged by black lung meeting with McConnell	South African tobacco firms, associations seek court action over cigarette sales ban	0
Black lung meeting with McConnell was disappointing for U.S. coal miners	Japanese animal ventilator manufacturer benefits from increased production of human coronavirus patients	0
U.S. coal miners discouraged by black lung meeting with McConnell	Sick staff fueled outbreak in Seattle-area nursing homes	0
U.S. coal miners react to black lung meeting with McConnell	Doctor explains why he did not use swabs on 2 patients who later died	0
U.S. coal miners discouraged by black lung meeting with McConnell	Face masks offer little protection against coronavirus, flu	0
U.S. coal miners discouraged by black lung meeting with McConnell	WHO accuses Tanzania of withholding information about suspected Ebola cases	0
Mouth lesions could be a new coronavirus symptom	mouth lesions may be a new coronavirus symptom	0
Mouth lesions can be found to be a coronavirus symptom	Coronavirus could live in the body for 5 weeks	0
Mouth lesions could be a new coronavirus symptom	mouth lesions could be a new symptom of coronavirus	0
Mouth lesions possible new coronavirus symptom, doctors unsure	Flour sold at Aldi recalled after 17 people in 8 states get sick	0
Mouth lesions could be a new coronavirus symptom	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	0
Mouth lesions could be a new coronavirus symptom	mouth lesions could be a new symptom of coronavirus	0
New software tool uses AI to recognize cancer cells from digital pathology images	New York City tattoo store says coronavirus becomes ink design	0
New software tool uses AI to look for cancer cells from digital pathology images	Greece confirms first coronavirus case, a woman back from Milan	0
New software tool uses AI to recognize cancer cells from digital pathology images	Doctor explains why he did not use swabs on 2 patients who later died	0
New software tool may be able to recognize cancer cells in images	10 popular face masks everyone is buying on Amazon	0
New software tool uses AI to recognize cancer cells from digital pathology images	new technology using artificial intelligence ai allows investigators to determine cancer cells in digital pathology images	0
New software tool uses AI to recognize cancer cells from digital pathology images	new technology uses artificial intelligence to recognize cancer cells from digital pathology images	0
Bulgaria reports bird flu outbreak on two farms in south	China wants domestically made baby formula to supply 60% of market	0
Bulgaria finds bird flu outbreak on two farms in south	An injection could someday keep peanut allergies at bay for up to six weeks	0
Bulgaria reports bird flu outbreak on two farms in south	U.S. FDA approves Bristol-Myers MS drug, launch delayed due to coronavirus	0
Bulgaria reports some bird flu cases on two farms	A group of fishermen in Hawaii caught 220-pounds of tuna and donated it to health care workers	0
Bulgaria reports bird flu outbreak on two farms in south	French coronavirus deaths remain under 100 for seventh day in a row	0
Bulgaria reports bird flu outbreak on two farms in south	Namibia suspends meat imports from South Africa over foot and mouth disease	0
EU leaders to hold crisis teleconference to tackle coronavirus	Mouth lesions could be a new coronavirus symptom	0
EU leaders to hold crisis teleconference to discuss coronavirus	Britain urges doctors to step up vigilance after third citizen infected with coronavirus	0
EU leaders to hold crisis teleconference to tackle coronavirus	the eu leaders will hold a crisis teleconference to deal with the coronavirus epidemic	0
EU leaders to hold teleconference on coronavirus	EU leaders to hold teleconference on coronavirus	0
EU leaders to hold crisis teleconference to tackle coronavirus	Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	0
EU leaders to hold crisis teleconference to tackle coronavirus	eu leaders will hold a crisis teleconference to tackle coronavirus	0
Newark city officials say filters 97% effective in reducing lead in water	Coronavirus disrupts China meat imports, food supply during pork shortage	0
Newark city officials say filters very effective in reducing lead in water	The UK just went one week without coal power for the first time in 137 years	0
Newark city officials say filters 97% effective in reducing lead in water	U.S. evaluates bat research for concerns of coronavirus infecting North American species	0
Newark city officials say filters some amount effective in reducing lead in water	newark officials say the filters are effective in reducing lead in water	0
Newark city officials say filters 97% effective in reducing lead in water	Boy, 5, dies of Ebola as outbreak crosses Congo border	0
Newark city officials say filters 97% effective in reducing lead in water	COVID-19 in UK nursing homes may be getting under control	0
Air Canada suspends flights to and from Italy due to coronavirus	Austrian lower house backs bill banning all uses of weedkiller glyphosate	0
Air Canada flight services to and from Italy affected by coronavirus	One day in the life of COVID-19 across L.A. shows a few equity issues	0
Air Canada suspends flights to and from Italy due to coronavirus	Yoga and meditation on the rise among US adults and kids	0
Air Canada suspends flights to and from Italy over undue coronavirus concerns	China wants domestically made baby formula to supply 60% of market	0
Air Canada suspends flights to and from Italy due to coronavirus	Mouth lesions could be a new coronavirus symptom	0
Air Canada suspends flights to and from Italy due to coronavirus	air canada will suspend its flights from and to italy due to a coronavirus infection	0
High intensity physical activity in early life can prevent osteoporosis in later life	high intensity physical activity in early life can prevent osteoporosis later in life	0
High intensity physical activity in early life reduces risk of osteoporosis in later life	British man infected by coronavirus on Japanese cruise ship has died	0
High intensity physical activity in early life can prevent osteoporosis in later life	10 popular masks on Amazon	0
High intensity physical activity in early life could help osteoporosis issues later in life	Life different for Americans as coronavirus comes to U.S.	0
High intensity physical activity in early life can prevent osteoporosis in later life	Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	0
High intensity physical activity in early life can prevent osteoporosis in later life	Chinese vaccine could be ready by year-end	0
Weight-based teasing a potential cause for excess weight and fat gain in kids	weight-based teasing can cause excess weight and fat gain in children	0
Weight-based teasing places kids at risk for excess weight and fat gain	COVID-19 in UK care homes coming under control	0
Weight-based teasing places kids at risk for minor weight gain	Doctors eye deep brain stimulation to treat opioid addiction	0
Weight-based teasing places kids at risk for excess weight and fat gain	Doctors eye deep brain stimulation to treat opioid addiction	0
Weight-based teasing places kids at risk for excess weight and fat gain	French coronavirus deaths remain under 100 for seventh day in a row	0
Blood cancer patients are more vulnerable to the effects of COVID-19	Vaping companies facing European opposition to higher nicotine level	0
Blood cancer patients are more exposed to the effects of COVID-19	Artificial intelligence coaches may be useful for behavioral coaching for teens in weight loss programs.	0
Blood cancer patients are more vulnerable to the effects of COVID-19	Chinese tourist becomes first to die in Europe of coronavirus, only death so far	0
Cancer patients more vulnerable to the effects of COVID-19 as they are immunocompromised	Newly developed cell models may open up new avenues for ocular drug discovery.	0
Blood cancer patients are more vulnerable to the effects of COVID-19	blood cancer patients are more susceptible to the effects of covid-19 than others	0
Blood cancer patients are more vulnerable to the effects of COVID-19	Kaiser closing many Southern California clinics to slow coronavirus spread	0
Vaccine for deadly RSV could be on the way	Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	0
Vaccine for deadly RSV is a possibility in the future	U.S. FDA warns against malaria drugs Trump championed for COVID-19	0
Vaccine for deadly RSV could be on the way	Britain asks it citizens to help pick fruit and vegetables	0
Vaccine for cold could be in the works	The UK just went one week without coal power for the first time in 137 years	0
Vaccine for deadly RSV could be on the way	Weight-based teasing a potential cause for excess weight and fat gain in kids	0
Vaccine for deadly RSV could be on the way	U.S. Supreme Court takes no action in Indiana abortion cases	0
Advances in artificial intelligence could shed light on aging process	Namibia concerned over meat imports from South Africa over foot and mouth disease	0
Advances in artificial intelligence sees possibility of unraveling the aging process	advances in artificial intelligence see possibility of unraveling the aging process	0
Advances in artificial intelligence could shed light on aging process	Doctor explains why he did not use swabs on 2 patients who later died	0
Advances in artificial intelligence attempt to shed light on aging process	Thailand refuses entry to cruise ship with no coronavirus cases	0
Advances in artificial intelligence could shed light on aging process	Congo Ebola center set on fire after armed attack	0
Advances in artificial intelligence could shed light on aging process	Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	Hookah smokers inhale toxic chemicals that may harm the heart	0
Northern Ireland planning towards abortion, same-sex marriage changes	Croatia extends lockdown until May 4, begins to consider easing	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	northern ireland prepares for the momentous abortion same sex marriage changes	0
North Ireland prepares for some abortion, same-sex marriage changes	Disaster has had some impact on cervical cancer screening for years	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	U.S. temporarily to allow certain impurities in hand sanitizer	0
Northern Ireland prepares for momentous abortion, same-sex marriage changes	northern ireland prepares for historic same-sex marriage abortion changes	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	Stores in central Texas are running out of medical masks after possible case of coronavirus reported	0
American lives affected as the U.S. scrambles to contain coronavirus threat	Bulgaria reports bird flu outbreak on two farms in south	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	U.S. FDA warns against malaria drugs Trump championed for COVID-19	0
Life different for Americans as coronavirus comes to U.S.	Life different for Americans as coronavirus comes to U.S.	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	WHO accuses Tanzania of withholding information about suspected Ebola cases	0
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	UK did not change criteria to hit 100,000 tests-per-day goal	0
South African tobacco firms, associations seek court action over cigarette sales ban	As coronavirus chaos spreads globally, Trump declares U.S. emergency	0
South African tobacco firms, associations approach court over cigarette sales ban	South African tobacco firms, associations approach court over cigarette sales ban	0
South African tobacco firms, associations seek court action over cigarette sales ban	Black and Hispanic children are impacted more severely by coronavirus	0
South African tobacco firms, associations start talks of court action over cigarette sales ban	The U.S. flies 338 Americans home from cruise ship, including 14 with coronavirus	0
South African tobacco firms, associations seek court action over cigarette sales ban	Conjoined twins return home well after surgery in Australia	0
South African tobacco firms, associations seek court action over cigarette sales ban	Weight-based teasing places kids at risk for minor weight gain	0
Your heartburn drugs may be giving you allergies	Newly developed cell models can open up new avenues for ocular drug discovery	0
Your heartburn drugs might be linked with allergies	South African tobacco firms, associations approach court over cigarette sales ban	0
